votu,taxa,consensus_domain,sub_domain_consensus
4Wh2oV_3h_scaffold_2024973,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,Kutzneria albida",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2025854,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,Pseudomonas oleovorans/pseudoalcaligenes group,Pseudomonas oleovorans",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2026370,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2026402,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unclassified Sphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2026964,"Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,Thermochromatium tepidum",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2027909,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2028079,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2028159,"Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2029068,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2029514,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Janibacter",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2029653,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2029811,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2029964,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium,Sinorhizobium fredii group,Sinorhizobium fredii",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2029984,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales incertae sedis,Pseudorhodoplanes",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2031090,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2031292,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2031387,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2032207,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2032404,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2033658,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2033683,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified Variovorax",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2034378,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2035105,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2035225,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,unclassified Hydrogenophaga",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2035744,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,unclassified Mesorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2036,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2036318,"Bacteria,PVC group,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter",Bacteria,Verrucomicrobia
4Wh2oV_3h_scaffold_203643,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2036979,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2037316,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter hamburgensis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2038056,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,unclassified Cupriavidus",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2039307,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,unclassified Winogradskyella",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_3h_scaffold_2039371,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Youhaiella",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2039378,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2039830,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2040398,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2041011,Bacteria,Bacteria,Bacteria
4Wh2oV_3h_scaffold_2041049,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2041953,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2042534,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida group",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2042579,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2043333,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella,unclassified Brucella",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2043366,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium frankenforstense",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_204379,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2043833,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Frankiales,Frankiaceae,Frankia",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2044694,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2045077,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unclassified Novosphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2045345,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2045390,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2045423,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2045921,"Bacteria,PVC group,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Oleiharenicola,unclassified Oleiharenicola",Bacteria,Verrucomicrobia
4Wh2oV_3h_scaffold_2046277,"Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium group,Chromobacterium",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2046615,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium leguminosarum",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2046759,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,unclassified Actinoplanes",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2047075,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2047405,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2047717,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Curtobacterium,unclassified Curtobacterium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2048194,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2048331,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2048459,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unclassified Sphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2048703,"Bacteria,Terrabacteria group,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,unclassified Anaerolinea",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_2048852,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2049013,"Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Glaesserella,unclassified Glaesserella",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2049480,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium cellulolyticum",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2049580,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,unclassified Hydrogenophaga",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2049759,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis group",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2050019,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2050179,Bacteria,Bacteria,Bacteria
4Wh2oV_3h_scaffold_2050828,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2050907,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,unclassified Nocardioides",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2051677,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2053044,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2054362,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Sanguibacteraceae,Sanguibacter,unclassified Sanguibacter",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2054386,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis group",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_205447,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2054511,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_205479,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanxanigenens",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2055273,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas",Bacteria,delta/epsilon subdivisions
4Wh2oV_3h_scaffold_2055523,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2055704,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_20563,"Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria",Archaea,Archaea
4Wh2oV_3h_scaffold_205726,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2057335,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2058001,"Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2058304,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,unclassified Bosea",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2058385,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas maltophilia",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2058477,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_3h_scaffold_2058527,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2059,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2059146,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2059259,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_205945,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,Nitratifractor salsuginis",Bacteria,delta/epsilon subdivisions
4Wh2oV_3h_scaffold_2059639,"Bacteria,FCB group,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa",Bacteria,Gemmatimonadetes
4Wh2oV_3h_scaffold_205971,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_206015,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2060318,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2060659,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2060836,"Bacteria,PVC group,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Poriferisphaera",Bacteria,Planctomycetes
4Wh2oV_3h_scaffold_2060892,"Bacteria,Terrabacteria group,Firmicutes,Bacilli",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2062120,"Bacteria,Terrabacteria group,Actinobacteria",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2062524,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified Variovorax",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2063229,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_20641,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2064257,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Caenibius,unclassified Caenibius",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2066142,"Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2068,Bacteria,Bacteria,Bacteria
4Wh2oV_3h_scaffold_2068053,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Caenibius,unclassified Caenibius",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2068152,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neoasaia",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2068575,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter/Porphyrobacter group,Porphyrobacter,unclassified Porphyrobacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2069269,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_207018,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2070970,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,unclassified Bosea",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2071185,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2072032,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2072588,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2073414,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2073908,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2074005,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2074018,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_207479,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2075269,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2075912,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus,Myxococcus stipitatus",Bacteria,delta/epsilon subdivisions
4Wh2oV_3h_scaffold_2077273,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Actinosynnema mirum",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2078171,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_3h_scaffold_2079570,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_207970,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2079911,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2079944,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2080283,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2080552,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,Agrobacterium tumefaciens complex",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2080709,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phymatum",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2080933,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,unclassified Cohnella",Bacteria,Firmicutes
